Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
WD-REC-00422,Workday,RECRUITING,Requisition,Corporate,Employee Life Event -> Benefits -> Payroll -> Reporting,Functional,Update Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00423,Workday,RECRUITING,Requisition,Corporate,Expense Submit -> Approval -> Accounting -> Reimbursement,Functional,Submit Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00424,Workday,RECRUITING,Requisition,Corporate,Supplier Invoice -> Matching -> Approval -> Payment,Security,Close Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00425,Workday,RECRUITING,Requisition,Corporate,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Reject Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00426,Workday,RECRUITING,Requisition,Corporate,Recruiting -> Hire -> Onboard -> Time -> Payroll,Accessibility,Edit Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00427,Workday,RECRUITING,Requisition,Corporate,Budget -> Expense -> Journal -> Dashboard,UI,Import Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00428,Workday,RECRUITING,Requisition,Retail,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Submit Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00429,Workday,RECRUITING,Requisition,Retail,Employee Life Event -> Benefits -> Payroll -> Reporting,UI,Update Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00430,Workday,RECRUITING,Requisition,Retail,Expense Submit -> Approval -> Accounting -> Reimbursement,Workflow,Export Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00431,Workday,RECRUITING,Requisition,Retail,Supplier Invoice -> Matching -> Approval -> Payment,Security,Sync Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00432,Workday,RECRUITING,Requisition,Retail,Integration Load -> Validate -> Error Handling -> Reprocess,UI,Close Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00433,Workday,RECRUITING,Requisition,Retail,Recruiting -> Hire -> Onboard -> Time -> Payroll,Regression,Submit Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00434,Workday,RECRUITING,Requisition,Retail,Budget -> Expense -> Journal -> Dashboard,Performance,Import Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00435,Workday,RECRUITING,Requisition,Healthcare,Requisition -> Offer -> Hire -> Onboard -> Payroll,Security,Route Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00436,Workday,RECRUITING,Requisition,Healthcare,Employee Life Event -> Benefits -> Payroll -> Reporting,UI,Reject Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00437,Workday,RECRUITING,Requisition,Healthcare,Expense Submit -> Approval -> Accounting -> Reimbursement,Accessibility,Sync Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00438,Workday,RECRUITING,Requisition,Healthcare,Supplier Invoice -> Matching -> Approval -> Payment,Integration,Approve Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00439,Workday,RECRUITING,Requisition,Healthcare,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Reject Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00440,Workday,RECRUITING,Requisition,Healthcare,Recruiting -> Hire -> Onboard -> Time -> Payroll,Data Migration,Review Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00441,Workday,RECRUITING,Requisition,Healthcare,Budget -> Expense -> Journal -> Dashboard,Mobile,Edit Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00442,Workday,RECRUITING,Requisition,Manufacturing,Requisition -> Offer -> Hire -> Onboard -> Payroll,Integration,Route Manufacturing Workday Requisition,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00443,Workday,RECRUITING,Requisition,Manufacturing,Employee Life Event -> Benefits -> Payroll -> Reporting,UI,Reject Manufacturing Workday Requisition,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00444,Workday,RECRUITING,Requisition,Manufacturing,Expense Submit -> Approval -> Accounting -> Reimbursement,Functional,Import Manufacturing Workday Requisition,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00445,Workday,RECRUITING,Requisition,Manufacturing,Supplier Invoice -> Matching -> Approval -> Payment,Regression,Export Manufacturing Workday Requisition,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00446,Workday,RECRUITING,Requisition,Manufacturing,Integration Load -> Validate -> Error Handling -> Reprocess,UI,Approve Manufacturing Workday Requisition,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00447,Workday,RECRUITING,Requisition,Manufacturing,Recruiting -> Hire -> Onboard -> Time -> Payroll,Workflow,Sync Manufacturing Workday Requisition,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00448,Workday,RECRUITING,Requisition,Manufacturing,Budget -> Expense -> Journal -> Dashboard,Performance,Update Manufacturing Workday Requisition,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00449,Workday,RECRUITING,Requisition,Education,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Sync Education Workday Requisition,Workday access is provisioned and Education test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00450,Workday,RECRUITING,Requisition,Education,Employee Life Event -> Benefits -> Payroll -> Reporting,Functional,Import Education Workday Requisition,Workday access is provisioned and Education test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00451,Workday,RECRUITING,Requisition,Education,Expense Submit -> Approval -> Accounting -> Reimbursement,Functional,Export Education Workday Requisition,Workday access is provisioned and Education test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00452,Workday,RECRUITING,Requisition,Education,Supplier Invoice -> Matching -> Approval -> Payment,Performance,Submit Education Workday Requisition,Workday access is provisioned and Education test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00453,Workday,RECRUITING,Requisition,Education,Integration Load -> Validate -> Error Handling -> Reprocess,Mobile,Submit Education Workday Requisition,Workday access is provisioned and Education test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00454,Workday,RECRUITING,Requisition,Education,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Create Education Workday Requisition,Workday access is provisioned and Education test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00455,Workday,RECRUITING,Requisition,Education,Budget -> Expense -> Journal -> Dashboard,Security,Approve Education Workday Requisition,Workday access is provisioned and Education test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00456,Workday,RECRUITING,Requisition,Nonprofit,Requisition -> Offer -> Hire -> Onboard -> Payroll,Integration,Route Nonprofit Workday Requisition,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00457,Workday,RECRUITING,Requisition,Nonprofit,Employee Life Event -> Benefits -> Payroll -> Reporting,Security,Create Nonprofit Workday Requisition,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00458,Workday,RECRUITING,Requisition,Nonprofit,Expense Submit -> Approval -> Accounting -> Reimbursement,Mobile,Review Nonprofit Workday Requisition,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00459,Workday,RECRUITING,Requisition,Nonprofit,Supplier Invoice -> Matching -> Approval -> Payment,Regression,Update Nonprofit Workday Requisition,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00460,Workday,RECRUITING,Requisition,Nonprofit,Integration Load -> Validate -> Error Handling -> Reprocess,Performance,Submit Nonprofit Workday Requisition,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00461,Workday,RECRUITING,Requisition,Nonprofit,Recruiting -> Hire -> Onboard -> Time -> Payroll,Performance,Export Nonprofit Workday Requisition,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00462,Workday,RECRUITING,Requisition,Nonprofit,Budget -> Expense -> Journal -> Dashboard,Performance,Sync Nonprofit Workday Requisition,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00463,Workday,RECRUITING,Requisition,Financial Services,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Sync Financial Services Workday Requisition,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00464,Workday,RECRUITING,Requisition,Financial Services,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Create Financial Services Workday Requisition,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00465,Workday,RECRUITING,Requisition,Financial Services,Expense Submit -> Approval -> Accounting -> Reimbursement,Accessibility,Update Financial Services Workday Requisition,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00466,Workday,RECRUITING,Requisition,Financial Services,Supplier Invoice -> Matching -> Approval -> Payment,Data Migration,Sync Financial Services Workday Requisition,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00467,Workday,RECRUITING,Requisition,Financial Services,Integration Load -> Validate -> Error Handling -> Reprocess,UI,Submit Financial Services Workday Requisition,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00468,Workday,RECRUITING,Requisition,Financial Services,Recruiting -> Hire -> Onboard -> Time -> Payroll,Data Migration,Update Financial Services Workday Requisition,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00469,Workday,RECRUITING,Requisition,Financial Services,Budget -> Expense -> Journal -> Dashboard,UI,Edit Financial Services Workday Requisition,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00470,Workday,RECRUITING,Requisition,Technology,Requisition -> Offer -> Hire -> Onboard -> Payroll,Regression,Approve Technology Workday Requisition,Workday access is provisioned and Technology test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00471,Workday,RECRUITING,Requisition,Technology,Employee Life Event -> Benefits -> Payroll -> Reporting,Data Migration,Approve Technology Workday Requisition,Workday access is provisioned and Technology test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00472,Workday,RECRUITING,Requisition,Technology,Expense Submit -> Approval -> Accounting -> Reimbursement,Workflow,Submit Technology Workday Requisition,Workday access is provisioned and Technology test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00473,Workday,RECRUITING,Requisition,Technology,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Edit Technology Workday Requisition,Workday access is provisioned and Technology test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00474,Workday,RECRUITING,Requisition,Technology,Integration Load -> Validate -> Error Handling -> Reprocess,Performance,Approve Technology Workday Requisition,Workday access is provisioned and Technology test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00475,Workday,RECRUITING,Requisition,Technology,Recruiting -> Hire -> Onboard -> Time -> Payroll,Performance,Route Technology Workday Requisition,Workday access is provisioned and Technology test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00476,Workday,RECRUITING,Requisition,Technology,Budget -> Expense -> Journal -> Dashboard,Mobile,Approve Technology Workday Requisition,Workday access is provisioned and Technology test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
