scenario_id,industry,erp_system,product,e2e_scenario_name,business_description,modules,data_sources,priority,test_type,auto_feasibility,integration_hint
MFG-QAD-233,Manufacturing,QAD,QAD Mfg Process 233,Manufacturing E2E #233: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-234,Manufacturing,QAD,QAD Mfg Process 234,Manufacturing E2E #234: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-235,Manufacturing,QAD,QAD Mfg Process 235,Manufacturing E2E #235: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-236,Manufacturing,QAD,QAD Mfg Process 236,Manufacturing E2E #236: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-237,Manufacturing,QAD,QAD Mfg Process 237,Manufacturing E2E #237: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-238,Manufacturing,QAD,QAD Mfg Process 238,Manufacturing E2E #238: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-239,Manufacturing,QAD,QAD Mfg Process 239,Manufacturing E2E #239: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-240,Manufacturing,QAD,QAD Mfg Process 240,Manufacturing E2E #240: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-241,Manufacturing,QAD,QAD Mfg Process 241,Manufacturing E2E #241: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-242,Manufacturing,QAD,QAD Mfg Process 242,Manufacturing E2E #242: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-243,Manufacturing,QAD,QAD Mfg Process 243,Manufacturing E2E #243: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-244,Manufacturing,QAD,QAD Mfg Process 244,Manufacturing E2E #244: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-245,Manufacturing,QAD,QAD Mfg Process 245,Manufacturing E2E #245: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-246,Manufacturing,QAD,QAD Mfg Process 246,Manufacturing E2E #246: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-247,Manufacturing,QAD,QAD Mfg Process 247,Manufacturing E2E #247: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-248,Manufacturing,QAD,QAD Mfg Process 248,Manufacturing E2E #248: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-249,Manufacturing,QAD,QAD Mfg Process 249,Manufacturing E2E #249: Production Flow 5,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-QAD-250,Manufacturing,QAD,QAD Mfg Process 250,Manufacturing E2E #250: Production Flow 6,From demand planning to delivery via QAD MES and quality management,"['MES', 'PP', 'QM', 'PM']","['QAD', 'IoT', 'PLM']",High,E2E,Medium,QAD APIs + OPC UA for MES
MFG-SAP-251,Manufacturing,SAP,SAP Mfg Process 251,Manufacturing E2E #251: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-252,Manufacturing,SAP,SAP Mfg Process 252,Manufacturing E2E #252: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-253,Manufacturing,SAP,SAP Mfg Process 253,Manufacturing E2E #253: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-254,Manufacturing,SAP,SAP Mfg Process 254,Manufacturing E2E #254: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-255,Manufacturing,SAP,SAP Mfg Process 255,Manufacturing E2E #255: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-256,Manufacturing,SAP,SAP Mfg Process 256,Manufacturing E2E #256: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-257,Manufacturing,SAP,SAP Mfg Process 257,Manufacturing E2E #257: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-258,Manufacturing,SAP,SAP Mfg Process 258,Manufacturing E2E #258: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-259,Manufacturing,SAP,SAP Mfg Process 259,Manufacturing E2E #259: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-260,Manufacturing,SAP,SAP Mfg Process 260,Manufacturing E2E #260: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-261,Manufacturing,SAP,SAP Mfg Process 261,Manufacturing E2E #261: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-262,Manufacturing,SAP,SAP Mfg Process 262,Manufacturing E2E #262: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-263,Manufacturing,SAP,SAP Mfg Process 263,Manufacturing E2E #263: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-264,Manufacturing,SAP,SAP Mfg Process 264,Manufacturing E2E #264: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-265,Manufacturing,SAP,SAP Mfg Process 265,Manufacturing E2E #265: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-266,Manufacturing,SAP,SAP Mfg Process 266,Manufacturing E2E #266: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-267,Manufacturing,SAP,SAP Mfg Process 267,Manufacturing E2E #267: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-268,Manufacturing,SAP,SAP Mfg Process 268,Manufacturing E2E #268: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-269,Manufacturing,SAP,SAP Mfg Process 269,Manufacturing E2E #269: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-270,Manufacturing,SAP,SAP Mfg Process 270,Manufacturing E2E #270: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-271,Manufacturing,SAP,SAP Mfg Process 271,Manufacturing E2E #271: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-272,Manufacturing,SAP,SAP Mfg Process 272,Manufacturing E2E #272: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-273,Manufacturing,SAP,SAP Mfg Process 273,Manufacturing E2E #273: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-274,Manufacturing,SAP,SAP Mfg Process 274,Manufacturing E2E #274: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-275,Manufacturing,SAP,SAP Mfg Process 275,Manufacturing E2E #275: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-276,Manufacturing,SAP,SAP Mfg Process 276,Manufacturing E2E #276: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-277,Manufacturing,SAP,SAP Mfg Process 277,Manufacturing E2E #277: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-278,Manufacturing,SAP,SAP Mfg Process 278,Manufacturing E2E #278: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-279,Manufacturing,SAP,SAP Mfg Process 279,Manufacturing E2E #279: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-280,Manufacturing,SAP,SAP Mfg Process 280,Manufacturing E2E #280: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-281,Manufacturing,SAP,SAP Mfg Process 281,Manufacturing E2E #281: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-282,Manufacturing,SAP,SAP Mfg Process 282,Manufacturing E2E #282: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-283,Manufacturing,SAP,SAP Mfg Process 283,Manufacturing E2E #283: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-284,Manufacturing,SAP,SAP Mfg Process 284,Manufacturing E2E #284: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-285,Manufacturing,SAP,SAP Mfg Process 285,Manufacturing E2E #285: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-286,Manufacturing,SAP,SAP Mfg Process 286,Manufacturing E2E #286: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-287,Manufacturing,SAP,SAP Mfg Process 287,Manufacturing E2E #287: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-288,Manufacturing,SAP,SAP Mfg Process 288,Manufacturing E2E #288: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-289,Manufacturing,SAP,SAP Mfg Process 289,Manufacturing E2E #289: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-290,Manufacturing,SAP,SAP Mfg Process 290,Manufacturing E2E #290: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-291,Manufacturing,SAP,SAP Mfg Process 291,Manufacturing E2E #291: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-292,Manufacturing,SAP,SAP Mfg Process 292,Manufacturing E2E #292: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-293,Manufacturing,SAP,SAP Mfg Process 293,Manufacturing E2E #293: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-294,Manufacturing,SAP,SAP Mfg Process 294,Manufacturing E2E #294: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-295,Manufacturing,SAP,SAP Mfg Process 295,Manufacturing E2E #295: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-296,Manufacturing,SAP,SAP Mfg Process 296,Manufacturing E2E #296: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-297,Manufacturing,SAP,SAP Mfg Process 297,Manufacturing E2E #297: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-298,Manufacturing,SAP,SAP Mfg Process 298,Manufacturing E2E #298: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-299,Manufacturing,SAP,SAP Mfg Process 299,Manufacturing E2E #299: Production Flow 6,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-300,Manufacturing,SAP,SAP Mfg Process 300,Manufacturing E2E #300: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-301,Manufacturing,SAP,SAP Mfg Process 301,Manufacturing E2E #301: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-302,Manufacturing,SAP,SAP Mfg Process 302,Manufacturing E2E #302: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-303,Manufacturing,SAP,SAP Mfg Process 303,Manufacturing E2E #303: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-304,Manufacturing,SAP,SAP Mfg Process 304,Manufacturing E2E #304: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-305,Manufacturing,SAP,SAP Mfg Process 305,Manufacturing E2E #305: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-306,Manufacturing,SAP,SAP Mfg Process 306,Manufacturing E2E #306: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-307,Manufacturing,SAP,SAP Mfg Process 307,Manufacturing E2E #307: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-308,Manufacturing,SAP,SAP Mfg Process 308,Manufacturing E2E #308: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-309,Manufacturing,SAP,SAP Mfg Process 309,Manufacturing E2E #309: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-310,Manufacturing,SAP,SAP Mfg Process 310,Manufacturing E2E #310: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-311,Manufacturing,SAP,SAP Mfg Process 311,Manufacturing E2E #311: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-312,Manufacturing,SAP,SAP Mfg Process 312,Manufacturing E2E #312: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-313,Manufacturing,SAP,SAP Mfg Process 313,Manufacturing E2E #313: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-314,Manufacturing,SAP,SAP Mfg Process 314,Manufacturing E2E #314: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-315,Manufacturing,SAP,SAP Mfg Process 315,Manufacturing E2E #315: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-316,Manufacturing,SAP,SAP Mfg Process 316,Manufacturing E2E #316: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-317,Manufacturing,SAP,SAP Mfg Process 317,Manufacturing E2E #317: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-318,Manufacturing,SAP,SAP Mfg Process 318,Manufacturing E2E #318: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-319,Manufacturing,SAP,SAP Mfg Process 319,Manufacturing E2E #319: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-320,Manufacturing,SAP,SAP Mfg Process 320,Manufacturing E2E #320: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-321,Manufacturing,SAP,SAP Mfg Process 321,Manufacturing E2E #321: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-322,Manufacturing,SAP,SAP Mfg Process 322,Manufacturing E2E #322: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-323,Manufacturing,SAP,SAP Mfg Process 323,Manufacturing E2E #323: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-324,Manufacturing,SAP,SAP Mfg Process 324,Manufacturing E2E #324: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-325,Manufacturing,SAP,SAP Mfg Process 325,Manufacturing E2E #325: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-326,Manufacturing,SAP,SAP Mfg Process 326,Manufacturing E2E #326: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-327,Manufacturing,SAP,SAP Mfg Process 327,Manufacturing E2E #327: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-328,Manufacturing,SAP,SAP Mfg Process 328,Manufacturing E2E #328: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-329,Manufacturing,SAP,SAP Mfg Process 329,Manufacturing E2E #329: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-330,Manufacturing,SAP,SAP Mfg Process 330,Manufacturing E2E #330: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-331,Manufacturing,SAP,SAP Mfg Process 331,Manufacturing E2E #331: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-332,Manufacturing,SAP,SAP Mfg Process 332,Manufacturing E2E #332: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
MFG-SAP-333,Manufacturing,SAP,SAP Mfg Process 333,Manufacturing E2E #333: Production Flow 7,From demand planning to delivery via SAP MES and quality management,"['MES', 'PP', 'QM', 'PM']","['SAP', 'IoT', 'PLM']",High,E2E,Medium,SAP APIs + OPC UA for MES
