Test Case ID,Cloud,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-SA-01154,Sales,Account,Retail Banking,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Integration,Edit Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Edit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Regression
SF-SA-01155,Sales,Account,Retail Banking,Campaign -> Lead -> Conversion -> Opp -> Revenue,Accessibility,Create Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Create and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,UI
SF-SA-01156,Sales,Account,Retail Banking,Campaign -> Lead -> Conversion -> Opp -> Revenue,Functional,Reassign Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Reassign and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Mobile
SF-SA-01157,Sales,Account,Retail Banking,Account -> Contact -> Opp -> Close Won,Integration,Create Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Create and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Performance
SF-SA-01158,Sales,Account,Retail Banking,Account -> Contact -> Opp -> Close Won,Performance,Clone Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Clone and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Security
SF-SA-01159,Sales,Account,Manufacturing,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Integration,Archive Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Archive and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Security
SF-SA-01160,Sales,Account,Manufacturing,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Integration,Close Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Close and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Regression
SF-SA-01161,Sales,Account,Manufacturing,Campaign -> Lead -> Conversion -> Opp -> Revenue,Integration,Validate Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Validate and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Integration
SF-SA-01162,Sales,Account,Manufacturing,Campaign -> Lead -> Conversion -> Opp -> Revenue,Integration,Approve Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Approve and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Mobile
SF-SA-01163,Sales,Account,Manufacturing,Account -> Contact -> Opp -> Close Won,Accessibility,Export Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Export and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Security
SF-SA-01164,Sales,Account,Manufacturing,Account -> Contact -> Opp -> Close Won,Regression,Sync Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Sync and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Accessibility
SF-SA-01165,Sales,Account,Retail,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Mobile,Submit Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Submit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Security
SF-SA-01166,Sales,Account,Retail,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Functional,Export Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Export and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Functional
SF-SA-01167,Sales,Account,Retail,Campaign -> Lead -> Conversion -> Opp -> Revenue,Performance,Reassign Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Reassign and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Security
SF-SA-01168,Sales,Account,Retail,Campaign -> Lead -> Conversion -> Opp -> Revenue,UI,Export Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Export and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,UI
SF-SA-01169,Sales,Account,Retail,Account -> Contact -> Opp -> Close Won,Regression,Search Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Search and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Accessibility
SF-SA-01170,Sales,Account,Retail,Account -> Contact -> Opp -> Close Won,Functional,Reassign Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Reassign and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Regression
SF-SA-01171,Sales,Account,Insurance,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Mobile,View Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform View and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Security
SF-SA-01172,Sales,Account,Insurance,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Clone Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Clone and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Accessibility
SF-SA-01173,Sales,Account,Insurance,Campaign -> Lead -> Conversion -> Opp -> Revenue,Integration,Search Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Search and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Regression
SF-SA-01174,Sales,Account,Insurance,Campaign -> Lead -> Conversion -> Opp -> Revenue,Integration,Sync Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Sync and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Mobile
SF-SA-01175,Sales,Account,Insurance,Account -> Contact -> Opp -> Close Won,Integration,Restore Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Restore and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Regression
SF-SA-01176,Sales,Account,Insurance,Account -> Contact -> Opp -> Close Won,Regression,Reject Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Reject and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Integration
SF-SA-01177,Sales,Account,Education,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Restore Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Restore and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Integration
SF-SA-01178,Sales,Account,Education,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Reassign Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Reassign and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,UI
SF-SA-01179,Sales,Account,Education,Campaign -> Lead -> Conversion -> Opp -> Revenue,Functional,Close Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Close and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Accessibility
SF-SA-01180,Sales,Account,Education,Campaign -> Lead -> Conversion -> Opp -> Revenue,Performance,Create Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Create and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Accessibility
SF-SA-01181,Sales,Account,Education,Account -> Contact -> Opp -> Close Won,Functional,Edit Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Edit and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Security
SF-SA-01182,Sales,Account,Education,Account -> Contact -> Opp -> Close Won,UI,View Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform View and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Mobile
SF-SA-01183,Sales,Account,Healthcare,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,UI,Export Healthcare Sales Account,User has Sales access and Healthcare data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Export and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Functional
SF-SA-01184,Sales,Account,Healthcare,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Integration,Bulk Edit Healthcare Sales Account,User has Sales access and Healthcare data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Bulk Edit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,UI
SF-SA-01185,Sales,Account,Healthcare,Campaign -> Lead -> Conversion -> Opp -> Revenue,Security,Export Healthcare Sales Account,User has Sales access and Healthcare data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Export and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Mobile
SF-SA-01186,Sales,Account,Healthcare,Campaign -> Lead -> Conversion -> Opp -> Revenue,Accessibility,Close Healthcare Sales Account,User has Sales access and Healthcare data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Close and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Functional
SF-SA-01187,Sales,Account,Healthcare,Account -> Contact -> Opp -> Close Won,Functional,Clone Healthcare Sales Account,User has Sales access and Healthcare data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Clone and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Regression
SF-SA-01188,Sales,Account,Healthcare,Account -> Contact -> Opp -> Close Won,Regression,Delete Healthcare Sales Account,User has Sales access and Healthcare data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Delete and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Performance
SF-SA-01189,Sales,Contact,Retail Banking,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Mobile,Clone Retail Banking Sales Contact,User has Sales access and Retail Banking data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Clone and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Functional
SF-SA-01190,Sales,Contact,Retail Banking,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Mobile,Sync Retail Banking Sales Contact,User has Sales access and Retail Banking data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Sync and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Accessibility
SF-SA-01191,Sales,Contact,Retail Banking,Campaign -> Lead -> Conversion -> Opp -> Revenue,Functional,Delete Retail Banking Sales Contact,User has Sales access and Retail Banking data is configured,"1. Navigate to Contact.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Delete and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Integration
SF-SA-01192,Sales,Contact,Retail Banking,Campaign -> Lead -> Conversion -> Opp -> Revenue,Functional,Submit Retail Banking Sales Contact,User has Sales access and Retail Banking data is configured,"1. Navigate to Contact.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Submit and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Functional
SF-SA-01193,Sales,Contact,Retail Banking,Account -> Contact -> Opp -> Close Won,Accessibility,Restore Retail Banking Sales Contact,User has Sales access and Retail Banking data is configured,"1. Navigate to Contact.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Restore and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Regression
SF-SA-01194,Sales,Contact,Retail Banking,Account -> Contact -> Opp -> Close Won,Security,Approve Retail Banking Sales Contact,User has Sales access and Retail Banking data is configured,"1. Navigate to Contact.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Approve and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Integration
SF-SA-01195,Sales,Contact,Manufacturing,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Security,Create Manufacturing Sales Contact,User has Sales access and Manufacturing data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Create and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Functional
SF-SA-01196,Sales,Contact,Manufacturing,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Functional,Archive Manufacturing Sales Contact,User has Sales access and Manufacturing data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Archive and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Integration
SF-SA-01197,Sales,Contact,Manufacturing,Campaign -> Lead -> Conversion -> Opp -> Revenue,Functional,Close Manufacturing Sales Contact,User has Sales access and Manufacturing data is configured,"1. Navigate to Contact.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Close and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Mobile
SF-SA-01198,Sales,Contact,Manufacturing,Campaign -> Lead -> Conversion -> Opp -> Revenue,Accessibility,Submit Manufacturing Sales Contact,User has Sales access and Manufacturing data is configured,"1. Navigate to Contact.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Submit and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,UI
SF-SA-01199,Sales,Contact,Manufacturing,Account -> Contact -> Opp -> Close Won,Security,Delete Manufacturing Sales Contact,User has Sales access and Manufacturing data is configured,"1. Navigate to Contact.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Delete and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Accessibility
SF-SA-01200,Sales,Contact,Manufacturing,Account -> Contact -> Opp -> Close Won,Security,Clone Manufacturing Sales Contact,User has Sales access and Manufacturing data is configured,"1. Navigate to Contact.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Clone and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Performance
SF-SA-01201,Sales,Contact,Retail,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Mobile,Clone Retail Sales Contact,User has Sales access and Retail data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Clone and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Regression
SF-SA-01202,Sales,Contact,Retail,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Security,Approve Retail Sales Contact,User has Sales access and Retail data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Approve and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Regression
SF-SA-01203,Sales,Contact,Retail,Campaign -> Lead -> Conversion -> Opp -> Revenue,UI,Update Retail Sales Contact,User has Sales access and Retail data is configured,"1. Navigate to Contact.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Update and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,UI
SF-SA-01204,Sales,Contact,Retail,Campaign -> Lead -> Conversion -> Opp -> Revenue,Performance,Export Retail Sales Contact,User has Sales access and Retail data is configured,"1. Navigate to Contact.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Export and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,UI
SF-SA-01205,Sales,Contact,Retail,Account -> Contact -> Opp -> Close Won,Performance,Update Retail Sales Contact,User has Sales access and Retail data is configured,"1. Navigate to Contact.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Update and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Accessibility
SF-SA-01206,Sales,Contact,Retail,Account -> Contact -> Opp -> Close Won,Performance,Edit Retail Sales Contact,User has Sales access and Retail data is configured,"1. Navigate to Contact.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Edit and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Functional
SF-SA-01207,Sales,Contact,Insurance,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Accessibility,Approve Insurance Sales Contact,User has Sales access and Insurance data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Approve and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Integration
SF-SA-01208,Sales,Contact,Insurance,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Performance,Search Insurance Sales Contact,User has Sales access and Insurance data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Search and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Accessibility
SF-SA-01209,Sales,Contact,Insurance,Campaign -> Lead -> Conversion -> Opp -> Revenue,Regression,Edit Insurance Sales Contact,User has Sales access and Insurance data is configured,"1. Navigate to Contact.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Edit and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Performance
SF-SA-01210,Sales,Contact,Insurance,Campaign -> Lead -> Conversion -> Opp -> Revenue,Security,Update Insurance Sales Contact,User has Sales access and Insurance data is configured,"1. Navigate to Contact.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Update and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Accessibility
SF-SA-01211,Sales,Contact,Insurance,Account -> Contact -> Opp -> Close Won,Accessibility,Close Insurance Sales Contact,User has Sales access and Insurance data is configured,"1. Navigate to Contact.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Close and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,UI
SF-SA-01212,Sales,Contact,Insurance,Account -> Contact -> Opp -> Close Won,Functional,View Insurance Sales Contact,User has Sales access and Insurance data is configured,"1. Navigate to Contact.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform View and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Accessibility
SF-SA-01213,Sales,Contact,Education,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Mobile,Submit Education Sales Contact,User has Sales access and Education data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Submit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Regression
SF-SA-01214,Sales,Contact,Education,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Functional,Delete Education Sales Contact,User has Sales access and Education data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Delete and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Integration
SF-SA-01215,Sales,Contact,Education,Campaign -> Lead -> Conversion -> Opp -> Revenue,Mobile,Restore Education Sales Contact,User has Sales access and Education data is configured,"1. Navigate to Contact.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Restore and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Security
SF-SA-01216,Sales,Contact,Education,Campaign -> Lead -> Conversion -> Opp -> Revenue,UI,Sync Education Sales Contact,User has Sales access and Education data is configured,"1. Navigate to Contact.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Sync and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,UI
SF-SA-01217,Sales,Contact,Education,Account -> Contact -> Opp -> Close Won,Functional,Search Education Sales Contact,User has Sales access and Education data is configured,"1. Navigate to Contact.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Search and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Accessibility
SF-SA-01218,Sales,Contact,Education,Account -> Contact -> Opp -> Close Won,Regression,Export Education Sales Contact,User has Sales access and Education data is configured,"1. Navigate to Contact.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Export and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Functional
SF-SA-01219,Sales,Contact,Healthcare,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Integration,Edit Healthcare Sales Contact,User has Sales access and Healthcare data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Edit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Performance
SF-SA-01220,Sales,Contact,Healthcare,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,UI,Reassign Healthcare Sales Contact,User has Sales access and Healthcare data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Reassign and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Security
SF-SA-01221,Sales,Contact,Healthcare,Campaign -> Lead -> Conversion -> Opp -> Revenue,Performance,Submit Healthcare Sales Contact,User has Sales access and Healthcare data is configured,"1. Navigate to Contact.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Submit and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Mobile
SF-SA-01222,Sales,Contact,Healthcare,Campaign -> Lead -> Conversion -> Opp -> Revenue,Performance,Export Healthcare Sales Contact,User has Sales access and Healthcare data is configured,"1. Navigate to Contact.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Export and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Functional
SF-SA-01223,Sales,Contact,Healthcare,Account -> Contact -> Opp -> Close Won,Performance,Create Healthcare Sales Contact,User has Sales access and Healthcare data is configured,"1. Navigate to Contact.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Create and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Integration
SF-SA-01224,Sales,Contact,Healthcare,Account -> Contact -> Opp -> Close Won,Regression,Reject Healthcare Sales Contact,User has Sales access and Healthcare data is configured,"1. Navigate to Contact.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Reject and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Integration
SF-SA-01225,Sales,Campaign,Retail Banking,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Edit Retail Banking Sales Campaign,User has Sales access and Retail Banking data is configured,"1. Navigate to Campaign.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Edit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Accessibility
SF-SA-01226,Sales,Campaign,Retail Banking,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Mobile,Create Retail Banking Sales Campaign,User has Sales access and Retail Banking data is configured,"1. Navigate to Campaign.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Create and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Regression
SF-SA-01227,Sales,Campaign,Retail Banking,Campaign -> Lead -> Conversion -> Opp -> Revenue,Accessibility,Approve Retail Banking Sales Campaign,User has Sales access and Retail Banking data is configured,"1. Navigate to Campaign.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Approve and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Regression
