Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
WD-00384,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00385,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00386,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00387,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00388,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00389,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00390,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00391,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00392,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00393,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00394,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00395,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00396,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00397,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00398,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00399,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00400,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00401,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00402,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00403,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00404,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00405,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00406,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00407,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00408,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00409,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00410,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00411,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00412,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00413,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00414,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00415,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00416,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00417,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00418,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00419,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00420,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00421,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00422,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00423,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00424,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00425,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00426,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00427,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00428,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00429,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00430,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00431,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00432,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00433,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00434,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00435,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00436,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00437,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00438,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00439,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00440,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00441,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00442,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00443,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00444,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00445,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00446,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00447,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00448,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00449,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00450,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00451,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00452,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00453,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00454,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00455,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00456,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00457,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00458,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00459,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00460,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00461,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00462,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00463,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00464,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00465,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00466,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00467,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00468,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00469,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00470,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00471,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00472,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00473,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00474,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00475,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00476,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00477,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00478,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00479,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00480,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00481,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00482,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00483,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00484,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00485,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00486,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00487,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00488,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00489,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00490,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00491,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00492,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00493,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00494,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00495,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00496,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00497,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00498,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00499,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00500,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00501,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00502,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00503,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00504,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00505,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00506,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00507,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00508,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00509,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00510,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00511,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00512,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00513,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00514,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00515,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00516,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00517,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00518,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00519,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00520,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00521,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00522,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00523,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00524,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00525,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00526,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00527,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00528,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00529,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00530,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00531,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00532,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00533,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00534,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00535,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00536,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00537,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00538,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00539,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00540,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00541,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00542,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00543,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00544,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00545,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00546,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00547,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00548,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00549,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
WD-00550,Workday,E2E,Core,Corporate,Flow,UI,Review Workday E2E,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
