Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
SN-CSM-00113,ServiceNow,CSM,Customer Portal,Telecom,Request -> Fulfillment -> Validation -> Closure,Functional,Bulk Update Telecom ServiceNow Customer Portal,User has ServiceNow access and Telecom test data exists,"1. Open Customer Portal.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,High,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00114,ServiceNow,CSM,Customer Portal,Telecom,Event -> Correlation -> Incident -> Resolution,Workflow,Update Telecom ServiceNow Customer Portal,User has ServiceNow access and Telecom test data exists,"1. Open Customer Portal.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,Medium,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00115,ServiceNow,CSM,Customer Portal,Telecom,Case -> Assignment -> Knowledge -> Closure,Data Migration,Search Telecom ServiceNow Customer Portal,User has ServiceNow access and Telecom test data exists,"1. Open Customer Portal.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Medium,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00116,ServiceNow,CSM,Customer Portal,Telecom,Change -> Approval -> Implementation -> Review,Regression,Validate Telecom ServiceNow Customer Portal,User has ServiceNow access and Telecom test data exists,"1. Open Customer Portal.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,Low,Mobile,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00117,ServiceNow,CSM,Customer Portal,Telecom,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Functional,Assign Telecom ServiceNow Customer Portal,User has ServiceNow access and Telecom test data exists,"1. Open Customer Portal.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Medium,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00118,ServiceNow,CSM,Customer Portal,Telecom,Employee Center -> HR Case -> Task -> Resolution,UI,Search Telecom ServiceNow Customer Portal,User has ServiceNow access and Telecom test data exists,"1. Open Customer Portal.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,High,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00119,ServiceNow,CSM,Customer Portal,Telecom,Portal -> Request -> Approvals -> Fulfillment,Integration,Submit Telecom ServiceNow Customer Portal,User has ServiceNow access and Telecom test data exists,"1. Open Customer Portal.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Low,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00120,ServiceNow,CSM,Customer Portal,Retail,Request -> Fulfillment -> Validation -> Closure,Mobile,Edit Retail ServiceNow Customer Portal,User has ServiceNow access and Retail test data exists,"1. Open Customer Portal.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,High,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00121,ServiceNow,CSM,Customer Portal,Retail,Event -> Correlation -> Incident -> Resolution,Accessibility,Reopen Retail ServiceNow Customer Portal,User has ServiceNow access and Retail test data exists,"1. Open Customer Portal.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,High,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00122,ServiceNow,CSM,Customer Portal,Retail,Case -> Assignment -> Knowledge -> Closure,Data Migration,Create Retail ServiceNow Customer Portal,User has ServiceNow access and Retail test data exists,"1. Open Customer Portal.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Low,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00123,ServiceNow,CSM,Customer Portal,Retail,Change -> Approval -> Implementation -> Review,Workflow,Update Retail ServiceNow Customer Portal,User has ServiceNow access and Retail test data exists,"1. Open Customer Portal.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,High,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00124,ServiceNow,CSM,Customer Portal,Retail,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Mobile,Update Retail ServiceNow Customer Portal,User has ServiceNow access and Retail test data exists,"1. Open Customer Portal.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,High,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00125,ServiceNow,CSM,Customer Portal,Retail,Employee Center -> HR Case -> Task -> Resolution,Data Migration,Assign Retail ServiceNow Customer Portal,User has ServiceNow access and Retail test data exists,"1. Open Customer Portal.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,High,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00126,ServiceNow,CSM,Customer Portal,Retail,Portal -> Request -> Approvals -> Fulfillment,Security,Delete Retail ServiceNow Customer Portal,User has ServiceNow access and Retail test data exists,"1. Open Customer Portal.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Low,Mobile,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00127,ServiceNow,CSM,Customer Portal,Healthcare,Request -> Fulfillment -> Validation -> Closure,Mobile,Delete Healthcare ServiceNow Customer Portal,User has ServiceNow access and Healthcare test data exists,"1. Open Customer Portal.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,High,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00128,ServiceNow,CSM,Customer Portal,Healthcare,Event -> Correlation -> Incident -> Resolution,Mobile,Update Healthcare ServiceNow Customer Portal,User has ServiceNow access and Healthcare test data exists,"1. Open Customer Portal.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,High,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00129,ServiceNow,CSM,Customer Portal,Healthcare,Case -> Assignment -> Knowledge -> Closure,Security,Edit Healthcare ServiceNow Customer Portal,User has ServiceNow access and Healthcare test data exists,"1. Open Customer Portal.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Low,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00130,ServiceNow,CSM,Customer Portal,Healthcare,Change -> Approval -> Implementation -> Review,Data Migration,Validate Healthcare ServiceNow Customer Portal,User has ServiceNow access and Healthcare test data exists,"1. Open Customer Portal.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,High,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00131,ServiceNow,CSM,Customer Portal,Healthcare,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Regression,Resolve Healthcare ServiceNow Customer Portal,User has ServiceNow access and Healthcare test data exists,"1. Open Customer Portal.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Low,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00132,ServiceNow,CSM,Customer Portal,Healthcare,Employee Center -> HR Case -> Task -> Resolution,Workflow,Validate Healthcare ServiceNow Customer Portal,User has ServiceNow access and Healthcare test data exists,"1. Open Customer Portal.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Medium,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00133,ServiceNow,CSM,Customer Portal,Healthcare,Portal -> Request -> Approvals -> Fulfillment,Workflow,Escalate Healthcare ServiceNow Customer Portal,User has ServiceNow access and Healthcare test data exists,"1. Open Customer Portal.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Low,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00134,ServiceNow,CSM,Customer Portal,Banking,Request -> Fulfillment -> Validation -> Closure,Performance,Escalate Banking ServiceNow Customer Portal,User has ServiceNow access and Banking test data exists,"1. Open Customer Portal.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,Medium,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00135,ServiceNow,CSM,Customer Portal,Banking,Event -> Correlation -> Incident -> Resolution,UI,Approve Banking ServiceNow Customer Portal,User has ServiceNow access and Banking test data exists,"1. Open Customer Portal.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,Medium,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00136,ServiceNow,CSM,Customer Portal,Banking,Case -> Assignment -> Knowledge -> Closure,Performance,Validate Banking ServiceNow Customer Portal,User has ServiceNow access and Banking test data exists,"1. Open Customer Portal.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Medium,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00137,ServiceNow,CSM,Customer Portal,Banking,Change -> Approval -> Implementation -> Review,Integration,Update Banking ServiceNow Customer Portal,User has ServiceNow access and Banking test data exists,"1. Open Customer Portal.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,Low,Mobile,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00138,ServiceNow,CSM,Customer Portal,Banking,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Accessibility,Edit Banking ServiceNow Customer Portal,User has ServiceNow access and Banking test data exists,"1. Open Customer Portal.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,High,Performance,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00139,ServiceNow,CSM,Customer Portal,Banking,Employee Center -> HR Case -> Task -> Resolution,Security,Reopen Banking ServiceNow Customer Portal,User has ServiceNow access and Banking test data exists,"1. Open Customer Portal.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Low,Mobile,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00140,ServiceNow,CSM,Customer Portal,Banking,Portal -> Request -> Approvals -> Fulfillment,UI,Delete Banking ServiceNow Customer Portal,User has ServiceNow access and Banking test data exists,"1. Open Customer Portal.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Low,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00141,ServiceNow,CSM,Customer Portal,Manufacturing,Request -> Fulfillment -> Validation -> Closure,Functional,Bulk Update Manufacturing ServiceNow Customer Portal,User has ServiceNow access and Manufacturing test data exists,"1. Open Customer Portal.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,High,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00142,ServiceNow,CSM,Customer Portal,Manufacturing,Event -> Correlation -> Incident -> Resolution,UI,Clone Manufacturing ServiceNow Customer Portal,User has ServiceNow access and Manufacturing test data exists,"1. Open Customer Portal.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,Low,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00143,ServiceNow,CSM,Customer Portal,Manufacturing,Case -> Assignment -> Knowledge -> Closure,Regression,Assign Manufacturing ServiceNow Customer Portal,User has ServiceNow access and Manufacturing test data exists,"1. Open Customer Portal.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Low,Performance,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00144,ServiceNow,CSM,Customer Portal,Manufacturing,Change -> Approval -> Implementation -> Review,Functional,Create Manufacturing ServiceNow Customer Portal,User has ServiceNow access and Manufacturing test data exists,"1. Open Customer Portal.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,Medium,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00145,ServiceNow,CSM,Customer Portal,Manufacturing,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Performance,Escalate Manufacturing ServiceNow Customer Portal,User has ServiceNow access and Manufacturing test data exists,"1. Open Customer Portal.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Medium,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00146,ServiceNow,CSM,Customer Portal,Manufacturing,Employee Center -> HR Case -> Task -> Resolution,Functional,Update Manufacturing ServiceNow Customer Portal,User has ServiceNow access and Manufacturing test data exists,"1. Open Customer Portal.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Low,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00147,ServiceNow,CSM,Customer Portal,Manufacturing,Portal -> Request -> Approvals -> Fulfillment,Functional,Submit Manufacturing ServiceNow Customer Portal,User has ServiceNow access and Manufacturing test data exists,"1. Open Customer Portal.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,High,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00148,ServiceNow,CSM,Customer Portal,Employee Services,Request -> Fulfillment -> Validation -> Closure,Workflow,Clone Employee Services ServiceNow Customer Portal,User has ServiceNow access and Employee Services test data exists,"1. Open Customer Portal.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,Low,Performance,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00149,ServiceNow,CSM,Customer Portal,Employee Services,Event -> Correlation -> Incident -> Resolution,Workflow,Clone Employee Services ServiceNow Customer Portal,User has ServiceNow access and Employee Services test data exists,"1. Open Customer Portal.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,Low,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00150,ServiceNow,CSM,Customer Portal,Employee Services,Case -> Assignment -> Knowledge -> Closure,Performance,Bulk Update Employee Services ServiceNow Customer Portal,User has ServiceNow access and Employee Services test data exists,"1. Open Customer Portal.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Low,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00151,ServiceNow,CSM,Customer Portal,Employee Services,Change -> Approval -> Implementation -> Review,Performance,Bulk Update Employee Services ServiceNow Customer Portal,User has ServiceNow access and Employee Services test data exists,"1. Open Customer Portal.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,Low,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00152,ServiceNow,CSM,Customer Portal,Employee Services,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Regression,Assign Employee Services ServiceNow Customer Portal,User has ServiceNow access and Employee Services test data exists,"1. Open Customer Portal.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Medium,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00153,ServiceNow,CSM,Customer Portal,Employee Services,Employee Center -> HR Case -> Task -> Resolution,UI,Submit Employee Services ServiceNow Customer Portal,User has ServiceNow access and Employee Services test data exists,"1. Open Customer Portal.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Low,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00154,ServiceNow,CSM,Customer Portal,Employee Services,Portal -> Request -> Approvals -> Fulfillment,Regression,Close Employee Services ServiceNow Customer Portal,User has ServiceNow access and Employee Services test data exists,"1. Open Customer Portal.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Low,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00155,ServiceNow,CSM,Customer Portal,Shared Services,Request -> Fulfillment -> Validation -> Closure,Accessibility,Reject Shared Services ServiceNow Customer Portal,User has ServiceNow access and Shared Services test data exists,"1. Open Customer Portal.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,Low,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00156,ServiceNow,CSM,Customer Portal,Shared Services,Event -> Correlation -> Incident -> Resolution,Integration,Validate Shared Services ServiceNow Customer Portal,User has ServiceNow access and Shared Services test data exists,"1. Open Customer Portal.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,Low,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00157,ServiceNow,CSM,Customer Portal,Shared Services,Case -> Assignment -> Knowledge -> Closure,Functional,Assign Shared Services ServiceNow Customer Portal,User has ServiceNow access and Shared Services test data exists,"1. Open Customer Portal.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Medium,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00158,ServiceNow,CSM,Customer Portal,Shared Services,Change -> Approval -> Implementation -> Review,Regression,Resolve Shared Services ServiceNow Customer Portal,User has ServiceNow access and Shared Services test data exists,"1. Open Customer Portal.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,Medium,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00159,ServiceNow,CSM,Customer Portal,Shared Services,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Mobile,Update Shared Services ServiceNow Customer Portal,User has ServiceNow access and Shared Services test data exists,"1. Open Customer Portal.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Low,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00160,ServiceNow,CSM,Customer Portal,Shared Services,Employee Center -> HR Case -> Task -> Resolution,Regression,Edit Shared Services ServiceNow Customer Portal,User has ServiceNow access and Shared Services test data exists,"1. Open Customer Portal.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Low,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00161,ServiceNow,CSM,Customer Portal,Shared Services,Portal -> Request -> Approvals -> Fulfillment,UI,Escalate Shared Services ServiceNow Customer Portal,User has ServiceNow access and Shared Services test data exists,"1. Open Customer Portal.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,High,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00162,ServiceNow,CSM,Customer Portal,CloudOps,Request -> Fulfillment -> Validation -> Closure,Workflow,Reopen CloudOps ServiceNow Customer Portal,User has ServiceNow access and CloudOps test data exists,"1. Open Customer Portal.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,High,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00163,ServiceNow,CSM,Customer Portal,CloudOps,Event -> Correlation -> Incident -> Resolution,Security,Create CloudOps ServiceNow Customer Portal,User has ServiceNow access and CloudOps test data exists,"1. Open Customer Portal.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,Medium,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00164,ServiceNow,CSM,Customer Portal,CloudOps,Case -> Assignment -> Knowledge -> Closure,Mobile,Route CloudOps ServiceNow Customer Portal,User has ServiceNow access and CloudOps test data exists,"1. Open Customer Portal.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Low,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00165,ServiceNow,CSM,Customer Portal,CloudOps,Change -> Approval -> Implementation -> Review,Workflow,Escalate CloudOps ServiceNow Customer Portal,User has ServiceNow access and CloudOps test data exists,"1. Open Customer Portal.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,Low,Performance,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00166,ServiceNow,CSM,Customer Portal,CloudOps,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Security,Create CloudOps ServiceNow Customer Portal,User has ServiceNow access and CloudOps test data exists,"1. Open Customer Portal.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Medium,Performance,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
