Test Case ID,Platform,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
ORA-SCM-00530,OracleApps,scm,Inventory,Education,Submit -> Validate -> Approve -> Complete,UI,Clone Education OracleApps Inventory,User has OracleApps access and Education data exists,"1. Open Inventory.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00531,OracleApps,scm,Inventory,Education,Draft -> Review -> Publish -> Archive,Security,Escalate Education OracleApps Inventory,User has OracleApps access and Education data exists,"1. Open Inventory.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00532,OracleApps,scm,Inventory,Education,Configure -> Execute -> Verify -> Close,Integration,Update Education OracleApps Inventory,User has OracleApps access and Education data exists,"1. Open Inventory.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00533,OracleApps,scm,Order Management,Enterprise,Create -> Approve -> Post -> Report,Security,Reject Enterprise OracleApps Order Management,User has OracleApps access and Enterprise data exists,"1. Open Order Management.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00534,OracleApps,scm,Order Management,Enterprise,Submit -> Validate -> Approve -> Complete,Workflow,Submit Enterprise OracleApps Order Management,User has OracleApps access and Enterprise data exists,"1. Open Order Management.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00535,OracleApps,scm,Order Management,Enterprise,Draft -> Review -> Publish -> Archive,Regression,Clone Enterprise OracleApps Order Management,User has OracleApps access and Enterprise data exists,"1. Open Order Management.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00536,OracleApps,scm,Order Management,Enterprise,Configure -> Execute -> Verify -> Close,UI,Archive Enterprise OracleApps Order Management,User has OracleApps access and Enterprise data exists,"1. Open Order Management.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00537,OracleApps,scm,Order Management,Retail,Create -> Approve -> Post -> Report,Performance,Reject Retail OracleApps Order Management,User has OracleApps access and Retail data exists,"1. Open Order Management.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00538,OracleApps,scm,Order Management,Retail,Submit -> Validate -> Approve -> Complete,Functional,Submit Retail OracleApps Order Management,User has OracleApps access and Retail data exists,"1. Open Order Management.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00539,OracleApps,scm,Order Management,Retail,Draft -> Review -> Publish -> Archive,Performance,Approve Retail OracleApps Order Management,User has OracleApps access and Retail data exists,"1. Open Order Management.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00540,OracleApps,scm,Order Management,Retail,Configure -> Execute -> Verify -> Close,Integration,Reject Retail OracleApps Order Management,User has OracleApps access and Retail data exists,"1. Open Order Management.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00541,OracleApps,scm,Order Management,Manufacturing,Create -> Approve -> Post -> Report,Security,Escalate Manufacturing OracleApps Order Management,User has OracleApps access and Manufacturing data exists,"1. Open Order Management.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00542,OracleApps,scm,Order Management,Manufacturing,Submit -> Validate -> Approve -> Complete,Integration,Restore Manufacturing OracleApps Order Management,User has OracleApps access and Manufacturing data exists,"1. Open Order Management.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00543,OracleApps,scm,Order Management,Manufacturing,Draft -> Review -> Publish -> Archive,Performance,Delete Manufacturing OracleApps Order Management,User has OracleApps access and Manufacturing data exists,"1. Open Order Management.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00544,OracleApps,scm,Order Management,Manufacturing,Configure -> Execute -> Verify -> Close,Security,Submit Manufacturing OracleApps Order Management,User has OracleApps access and Manufacturing data exists,"1. Open Order Management.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00545,OracleApps,scm,Order Management,Healthcare,Create -> Approve -> Post -> Report,Regression,Edit Healthcare OracleApps Order Management,User has OracleApps access and Healthcare data exists,"1. Open Order Management.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00546,OracleApps,scm,Order Management,Healthcare,Submit -> Validate -> Approve -> Complete,Performance,Validate Healthcare OracleApps Order Management,User has OracleApps access and Healthcare data exists,"1. Open Order Management.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00547,OracleApps,scm,Order Management,Healthcare,Draft -> Review -> Publish -> Archive,Regression,Update Healthcare OracleApps Order Management,User has OracleApps access and Healthcare data exists,"1. Open Order Management.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00548,OracleApps,scm,Order Management,Healthcare,Configure -> Execute -> Verify -> Close,Workflow,Submit Healthcare OracleApps Order Management,User has OracleApps access and Healthcare data exists,"1. Open Order Management.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00549,OracleApps,scm,Order Management,Public Sector,Create -> Approve -> Post -> Report,Integration,Delete Public Sector OracleApps Order Management,User has OracleApps access and Public Sector data exists,"1. Open Order Management.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00550,OracleApps,scm,Order Management,Public Sector,Submit -> Validate -> Approve -> Complete,Integration,Validate Public Sector OracleApps Order Management,User has OracleApps access and Public Sector data exists,"1. Open Order Management.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00551,OracleApps,scm,Order Management,Public Sector,Draft -> Review -> Publish -> Archive,UI,Create Public Sector OracleApps Order Management,User has OracleApps access and Public Sector data exists,"1. Open Order Management.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00552,OracleApps,scm,Order Management,Public Sector,Configure -> Execute -> Verify -> Close,Integration,Search Public Sector OracleApps Order Management,User has OracleApps access and Public Sector data exists,"1. Open Order Management.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00553,OracleApps,scm,Order Management,Technology,Create -> Approve -> Post -> Report,UI,Restore Technology OracleApps Order Management,User has OracleApps access and Technology data exists,"1. Open Order Management.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00554,OracleApps,scm,Order Management,Technology,Submit -> Validate -> Approve -> Complete,Functional,Submit Technology OracleApps Order Management,User has OracleApps access and Technology data exists,"1. Open Order Management.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00555,OracleApps,scm,Order Management,Technology,Draft -> Review -> Publish -> Archive,Security,Create Technology OracleApps Order Management,User has OracleApps access and Technology data exists,"1. Open Order Management.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00556,OracleApps,scm,Order Management,Technology,Configure -> Execute -> Verify -> Close,UI,Route Technology OracleApps Order Management,User has OracleApps access and Technology data exists,"1. Open Order Management.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00557,OracleApps,scm,Order Management,Education,Create -> Approve -> Post -> Report,Performance,Delete Education OracleApps Order Management,User has OracleApps access and Education data exists,"1. Open Order Management.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00558,OracleApps,scm,Order Management,Education,Submit -> Validate -> Approve -> Complete,Performance,Archive Education OracleApps Order Management,User has OracleApps access and Education data exists,"1. Open Order Management.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00559,OracleApps,scm,Order Management,Education,Draft -> Review -> Publish -> Archive,Security,Update Education OracleApps Order Management,User has OracleApps access and Education data exists,"1. Open Order Management.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00560,OracleApps,scm,Order Management,Education,Configure -> Execute -> Verify -> Close,Performance,Create Education OracleApps Order Management,User has OracleApps access and Education data exists,"1. Open Order Management.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00561,OracleApps,scm,Manufacturing,Enterprise,Create -> Approve -> Post -> Report,Accessibility,Clone Enterprise OracleApps Manufacturing,User has OracleApps access and Enterprise data exists,"1. Open Manufacturing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00562,OracleApps,scm,Manufacturing,Enterprise,Submit -> Validate -> Approve -> Complete,Integration,Route Enterprise OracleApps Manufacturing,User has OracleApps access and Enterprise data exists,"1. Open Manufacturing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00563,OracleApps,scm,Manufacturing,Enterprise,Draft -> Review -> Publish -> Archive,Integration,Reject Enterprise OracleApps Manufacturing,User has OracleApps access and Enterprise data exists,"1. Open Manufacturing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00564,OracleApps,scm,Manufacturing,Enterprise,Configure -> Execute -> Verify -> Close,Integration,Archive Enterprise OracleApps Manufacturing,User has OracleApps access and Enterprise data exists,"1. Open Manufacturing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00565,OracleApps,scm,Manufacturing,Retail,Create -> Approve -> Post -> Report,Accessibility,Approve Retail OracleApps Manufacturing,User has OracleApps access and Retail data exists,"1. Open Manufacturing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00566,OracleApps,scm,Manufacturing,Retail,Submit -> Validate -> Approve -> Complete,Functional,Search Retail OracleApps Manufacturing,User has OracleApps access and Retail data exists,"1. Open Manufacturing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00567,OracleApps,scm,Manufacturing,Retail,Draft -> Review -> Publish -> Archive,Accessibility,Submit Retail OracleApps Manufacturing,User has OracleApps access and Retail data exists,"1. Open Manufacturing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00568,OracleApps,scm,Manufacturing,Retail,Configure -> Execute -> Verify -> Close,UI,Approve Retail OracleApps Manufacturing,User has OracleApps access and Retail data exists,"1. Open Manufacturing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00569,OracleApps,scm,Manufacturing,Manufacturing,Create -> Approve -> Post -> Report,UI,Route Manufacturing OracleApps Manufacturing,User has OracleApps access and Manufacturing data exists,"1. Open Manufacturing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00570,OracleApps,scm,Manufacturing,Manufacturing,Submit -> Validate -> Approve -> Complete,Security,Delete Manufacturing OracleApps Manufacturing,User has OracleApps access and Manufacturing data exists,"1. Open Manufacturing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00571,OracleApps,scm,Manufacturing,Manufacturing,Draft -> Review -> Publish -> Archive,Integration,Escalate Manufacturing OracleApps Manufacturing,User has OracleApps access and Manufacturing data exists,"1. Open Manufacturing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00572,OracleApps,scm,Manufacturing,Manufacturing,Configure -> Execute -> Verify -> Close,Accessibility,Approve Manufacturing OracleApps Manufacturing,User has OracleApps access and Manufacturing data exists,"1. Open Manufacturing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00573,OracleApps,scm,Manufacturing,Healthcare,Create -> Approve -> Post -> Report,Security,Archive Healthcare OracleApps Manufacturing,User has OracleApps access and Healthcare data exists,"1. Open Manufacturing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00574,OracleApps,scm,Manufacturing,Healthcare,Submit -> Validate -> Approve -> Complete,Performance,Archive Healthcare OracleApps Manufacturing,User has OracleApps access and Healthcare data exists,"1. Open Manufacturing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00575,OracleApps,scm,Manufacturing,Healthcare,Draft -> Review -> Publish -> Archive,Integration,Reject Healthcare OracleApps Manufacturing,User has OracleApps access and Healthcare data exists,"1. Open Manufacturing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00576,OracleApps,scm,Manufacturing,Healthcare,Configure -> Execute -> Verify -> Close,Regression,Submit Healthcare OracleApps Manufacturing,User has OracleApps access and Healthcare data exists,"1. Open Manufacturing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00577,OracleApps,scm,Manufacturing,Public Sector,Create -> Approve -> Post -> Report,Performance,Route Public Sector OracleApps Manufacturing,User has OracleApps access and Public Sector data exists,"1. Open Manufacturing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00578,OracleApps,scm,Manufacturing,Public Sector,Submit -> Validate -> Approve -> Complete,Performance,Update Public Sector OracleApps Manufacturing,User has OracleApps access and Public Sector data exists,"1. Open Manufacturing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00579,OracleApps,scm,Manufacturing,Public Sector,Draft -> Review -> Publish -> Archive,Integration,Submit Public Sector OracleApps Manufacturing,User has OracleApps access and Public Sector data exists,"1. Open Manufacturing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00580,OracleApps,scm,Manufacturing,Public Sector,Configure -> Execute -> Verify -> Close,Accessibility,Validate Public Sector OracleApps Manufacturing,User has OracleApps access and Public Sector data exists,"1. Open Manufacturing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00581,OracleApps,scm,Manufacturing,Technology,Create -> Approve -> Post -> Report,Functional,Archive Technology OracleApps Manufacturing,User has OracleApps access and Technology data exists,"1. Open Manufacturing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00582,OracleApps,scm,Manufacturing,Technology,Submit -> Validate -> Approve -> Complete,Integration,Edit Technology OracleApps Manufacturing,User has OracleApps access and Technology data exists,"1. Open Manufacturing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00583,OracleApps,scm,Manufacturing,Technology,Draft -> Review -> Publish -> Archive,Accessibility,Escalate Technology OracleApps Manufacturing,User has OracleApps access and Technology data exists,"1. Open Manufacturing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00584,OracleApps,scm,Manufacturing,Technology,Configure -> Execute -> Verify -> Close,Performance,Validate Technology OracleApps Manufacturing,User has OracleApps access and Technology data exists,"1. Open Manufacturing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00585,OracleApps,scm,Manufacturing,Education,Create -> Approve -> Post -> Report,Workflow,Reject Education OracleApps Manufacturing,User has OracleApps access and Education data exists,"1. Open Manufacturing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00586,OracleApps,scm,Manufacturing,Education,Submit -> Validate -> Approve -> Complete,Accessibility,Update Education OracleApps Manufacturing,User has OracleApps access and Education data exists,"1. Open Manufacturing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00587,OracleApps,scm,Manufacturing,Education,Draft -> Review -> Publish -> Archive,Workflow,Approve Education OracleApps Manufacturing,User has OracleApps access and Education data exists,"1. Open Manufacturing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00588,OracleApps,scm,Manufacturing,Education,Configure -> Execute -> Verify -> Close,Functional,Reject Education OracleApps Manufacturing,User has OracleApps access and Education data exists,"1. Open Manufacturing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-SCM-00589,OracleApps,scm,Planning,Enterprise,Create -> Approve -> Post -> Report,Performance,Restore Enterprise OracleApps Planning,User has OracleApps access and Enterprise data exists,"1. Open Planning.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
