Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
WD-INT-00328,Workday,INTEGRATIONS,Security,Financial Services,Recruiting -> Hire -> Onboard -> Time -> Payroll,Functional,Close Financial Services Workday Security,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Security.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00329,Workday,INTEGRATIONS,Security,Financial Services,Budget -> Expense -> Journal -> Dashboard,Security,Export Financial Services Workday Security,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Security.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00330,Workday,INTEGRATIONS,Security,Technology,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Edit Technology Workday Security,Workday access is provisioned and Technology test data exists,"1. Open Workday Security.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00331,Workday,INTEGRATIONS,Security,Technology,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Create Technology Workday Security,Workday access is provisioned and Technology test data exists,"1. Open Workday Security.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00332,Workday,INTEGRATIONS,Security,Technology,Expense Submit -> Approval -> Accounting -> Reimbursement,Regression,Route Technology Workday Security,Workday access is provisioned and Technology test data exists,"1. Open Workday Security.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00333,Workday,INTEGRATIONS,Security,Technology,Supplier Invoice -> Matching -> Approval -> Payment,Regression,Update Technology Workday Security,Workday access is provisioned and Technology test data exists,"1. Open Workday Security.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00334,Workday,INTEGRATIONS,Security,Technology,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Close Technology Workday Security,Workday access is provisioned and Technology test data exists,"1. Open Workday Security.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00335,Workday,INTEGRATIONS,Security,Technology,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Reject Technology Workday Security,Workday access is provisioned and Technology test data exists,"1. Open Workday Security.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00336,Workday,INTEGRATIONS,Security,Technology,Budget -> Expense -> Journal -> Dashboard,Security,Close Technology Workday Security,Workday access is provisioned and Technology test data exists,"1. Open Workday Security.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00337,Workday,INTEGRATIONS,Security,Public Sector,Requisition -> Offer -> Hire -> Onboard -> Payroll,Security,Route Public Sector Workday Security,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Security.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00338,Workday,INTEGRATIONS,Security,Public Sector,Employee Life Event -> Benefits -> Payroll -> Reporting,Workflow,Validate Public Sector Workday Security,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Security.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00339,Workday,INTEGRATIONS,Security,Public Sector,Expense Submit -> Approval -> Accounting -> Reimbursement,Data Migration,Validate Public Sector Workday Security,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Security.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00340,Workday,INTEGRATIONS,Security,Public Sector,Supplier Invoice -> Matching -> Approval -> Payment,Performance,Update Public Sector Workday Security,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Security.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00341,Workday,INTEGRATIONS,Security,Public Sector,Integration Load -> Validate -> Error Handling -> Reprocess,Workflow,Review Public Sector Workday Security,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Security.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00342,Workday,INTEGRATIONS,Security,Public Sector,Recruiting -> Hire -> Onboard -> Time -> Payroll,Integration,Submit Public Sector Workday Security,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Security.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00343,Workday,INTEGRATIONS,Security,Public Sector,Budget -> Expense -> Journal -> Dashboard,Performance,Reject Public Sector Workday Security,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Security.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00344,Workday,INTEGRATIONS,Security,Hospitality,Requisition -> Offer -> Hire -> Onboard -> Payroll,Workflow,Validate Hospitality Workday Security,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Security.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00345,Workday,INTEGRATIONS,Security,Hospitality,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Edit Hospitality Workday Security,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Security.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00346,Workday,INTEGRATIONS,Security,Hospitality,Expense Submit -> Approval -> Accounting -> Reimbursement,Data Migration,Approve Hospitality Workday Security,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Security.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00347,Workday,INTEGRATIONS,Security,Hospitality,Supplier Invoice -> Matching -> Approval -> Payment,Integration,Import Hospitality Workday Security,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Security.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00348,Workday,INTEGRATIONS,Security,Hospitality,Integration Load -> Validate -> Error Handling -> Reprocess,Security,Submit Hospitality Workday Security,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Security.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00349,Workday,INTEGRATIONS,Security,Hospitality,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Export Hospitality Workday Security,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Security.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00350,Workday,INTEGRATIONS,Security,Hospitality,Budget -> Expense -> Journal -> Dashboard,Regression,Reject Hospitality Workday Security,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Security.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00351,Workday,INTEGRATIONS,Error Handling,Corporate,Requisition -> Offer -> Hire -> Onboard -> Payroll,UI,Update Corporate Workday Error Handling,Workday access is provisioned and Corporate test data exists,"1. Open Workday Error Handling.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00352,Workday,INTEGRATIONS,Error Handling,Corporate,Employee Life Event -> Benefits -> Payroll -> Reporting,Data Migration,Update Corporate Workday Error Handling,Workday access is provisioned and Corporate test data exists,"1. Open Workday Error Handling.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00353,Workday,INTEGRATIONS,Error Handling,Corporate,Expense Submit -> Approval -> Accounting -> Reimbursement,Mobile,Submit Corporate Workday Error Handling,Workday access is provisioned and Corporate test data exists,"1. Open Workday Error Handling.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00354,Workday,INTEGRATIONS,Error Handling,Corporate,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Review Corporate Workday Error Handling,Workday access is provisioned and Corporate test data exists,"1. Open Workday Error Handling.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00355,Workday,INTEGRATIONS,Error Handling,Corporate,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Close Corporate Workday Error Handling,Workday access is provisioned and Corporate test data exists,"1. Open Workday Error Handling.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00356,Workday,INTEGRATIONS,Error Handling,Corporate,Recruiting -> Hire -> Onboard -> Time -> Payroll,Regression,Submit Corporate Workday Error Handling,Workday access is provisioned and Corporate test data exists,"1. Open Workday Error Handling.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00357,Workday,INTEGRATIONS,Error Handling,Corporate,Budget -> Expense -> Journal -> Dashboard,Accessibility,Validate Corporate Workday Error Handling,Workday access is provisioned and Corporate test data exists,"1. Open Workday Error Handling.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00358,Workday,INTEGRATIONS,Error Handling,Retail,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Review Retail Workday Error Handling,Workday access is provisioned and Retail test data exists,"1. Open Workday Error Handling.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00359,Workday,INTEGRATIONS,Error Handling,Retail,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Validate Retail Workday Error Handling,Workday access is provisioned and Retail test data exists,"1. Open Workday Error Handling.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00360,Workday,INTEGRATIONS,Error Handling,Retail,Expense Submit -> Approval -> Accounting -> Reimbursement,Regression,Import Retail Workday Error Handling,Workday access is provisioned and Retail test data exists,"1. Open Workday Error Handling.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00361,Workday,INTEGRATIONS,Error Handling,Retail,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Submit Retail Workday Error Handling,Workday access is provisioned and Retail test data exists,"1. Open Workday Error Handling.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00362,Workday,INTEGRATIONS,Error Handling,Retail,Integration Load -> Validate -> Error Handling -> Reprocess,Regression,Edit Retail Workday Error Handling,Workday access is provisioned and Retail test data exists,"1. Open Workday Error Handling.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00363,Workday,INTEGRATIONS,Error Handling,Retail,Recruiting -> Hire -> Onboard -> Time -> Payroll,Integration,Approve Retail Workday Error Handling,Workday access is provisioned and Retail test data exists,"1. Open Workday Error Handling.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00364,Workday,INTEGRATIONS,Error Handling,Retail,Budget -> Expense -> Journal -> Dashboard,Data Migration,Sync Retail Workday Error Handling,Workday access is provisioned and Retail test data exists,"1. Open Workday Error Handling.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00365,Workday,INTEGRATIONS,Error Handling,Healthcare,Requisition -> Offer -> Hire -> Onboard -> Payroll,Integration,Review Healthcare Workday Error Handling,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Error Handling.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00366,Workday,INTEGRATIONS,Error Handling,Healthcare,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Approve Healthcare Workday Error Handling,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Error Handling.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00367,Workday,INTEGRATIONS,Error Handling,Healthcare,Expense Submit -> Approval -> Accounting -> Reimbursement,Regression,Import Healthcare Workday Error Handling,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Error Handling.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00368,Workday,INTEGRATIONS,Error Handling,Healthcare,Supplier Invoice -> Matching -> Approval -> Payment,Data Migration,Submit Healthcare Workday Error Handling,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Error Handling.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00369,Workday,INTEGRATIONS,Error Handling,Healthcare,Integration Load -> Validate -> Error Handling -> Reprocess,Data Migration,Import Healthcare Workday Error Handling,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Error Handling.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00370,Workday,INTEGRATIONS,Error Handling,Healthcare,Recruiting -> Hire -> Onboard -> Time -> Payroll,Mobile,Create Healthcare Workday Error Handling,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Error Handling.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00371,Workday,INTEGRATIONS,Error Handling,Healthcare,Budget -> Expense -> Journal -> Dashboard,Data Migration,Submit Healthcare Workday Error Handling,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Error Handling.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00372,Workday,INTEGRATIONS,Error Handling,Manufacturing,Requisition -> Offer -> Hire -> Onboard -> Payroll,Workflow,Approve Manufacturing Workday Error Handling,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Error Handling.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00373,Workday,INTEGRATIONS,Error Handling,Manufacturing,Employee Life Event -> Benefits -> Payroll -> Reporting,UI,Close Manufacturing Workday Error Handling,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Error Handling.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00374,Workday,INTEGRATIONS,Error Handling,Manufacturing,Expense Submit -> Approval -> Accounting -> Reimbursement,Accessibility,Import Manufacturing Workday Error Handling,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Error Handling.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00375,Workday,INTEGRATIONS,Error Handling,Manufacturing,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Sync Manufacturing Workday Error Handling,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Error Handling.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00376,Workday,INTEGRATIONS,Error Handling,Manufacturing,Integration Load -> Validate -> Error Handling -> Reprocess,Regression,Sync Manufacturing Workday Error Handling,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Error Handling.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00377,Workday,INTEGRATIONS,Error Handling,Manufacturing,Recruiting -> Hire -> Onboard -> Time -> Payroll,Workflow,Update Manufacturing Workday Error Handling,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Error Handling.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00378,Workday,INTEGRATIONS,Error Handling,Manufacturing,Budget -> Expense -> Journal -> Dashboard,Mobile,Import Manufacturing Workday Error Handling,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Error Handling.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00379,Workday,INTEGRATIONS,Error Handling,Education,Requisition -> Offer -> Hire -> Onboard -> Payroll,Integration,Close Education Workday Error Handling,Workday access is provisioned and Education test data exists,"1. Open Workday Error Handling.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00380,Workday,INTEGRATIONS,Error Handling,Education,Employee Life Event -> Benefits -> Payroll -> Reporting,Security,Validate Education Workday Error Handling,Workday access is provisioned and Education test data exists,"1. Open Workday Error Handling.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-INT-00381,Workday,INTEGRATIONS,Error Handling,Education,Expense Submit -> Approval -> Accounting -> Reimbursement,UI,Import Education Workday Error Handling,Workday access is provisioned and Education test data exists,"1. Open Workday Error Handling.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
