Test Case ID,Suite,Function,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
SAP-CO-00127,SAP Ph-II,CO,COPA,Retail,Plan -> Execute -> Verify -> Close,Integration,Reject Retail SAP COPA,SAP access provisioned and Retail test data exists,"1. Open COPA.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00128,SAP Ph-II,CO,COPA,Retail,Request -> Process -> Approve -> Complete,Workflow,Escalate Retail SAP COPA,SAP access provisioned and Retail test data exists,"1. Open COPA.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00129,SAP Ph-II,CO,COPA,Retail,Master Data -> Transaction -> Settlement -> Analytics,Performance,Search Retail SAP COPA,SAP access provisioned and Retail test data exists,"1. Open COPA.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00130,SAP Ph-II,CO,COPA,Retail,Order -> Delivery -> Billing -> Accounting,UI,Edit Retail SAP COPA,SAP access provisioned and Retail test data exists,"1. Open COPA.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00131,SAP Ph-II,CO,COPA,Pharma,Create -> Approve -> Post -> Report,Security,Update Pharma SAP COPA,SAP access provisioned and Pharma test data exists,"1. Open COPA.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00132,SAP Ph-II,CO,COPA,Pharma,Plan -> Execute -> Verify -> Close,UI,Delete Pharma SAP COPA,SAP access provisioned and Pharma test data exists,"1. Open COPA.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00133,SAP Ph-II,CO,COPA,Pharma,Request -> Process -> Approve -> Complete,Functional,Archive Pharma SAP COPA,SAP access provisioned and Pharma test data exists,"1. Open COPA.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00134,SAP Ph-II,CO,COPA,Pharma,Master Data -> Transaction -> Settlement -> Analytics,UI,Reject Pharma SAP COPA,SAP access provisioned and Pharma test data exists,"1. Open COPA.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00135,SAP Ph-II,CO,COPA,Pharma,Order -> Delivery -> Billing -> Accounting,Regression,Approve Pharma SAP COPA,SAP access provisioned and Pharma test data exists,"1. Open COPA.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00136,SAP Ph-II,CO,COPA,Automotive,Create -> Approve -> Post -> Report,Workflow,Clone Automotive SAP COPA,SAP access provisioned and Automotive test data exists,"1. Open COPA.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00137,SAP Ph-II,CO,COPA,Automotive,Plan -> Execute -> Verify -> Close,Functional,Route Automotive SAP COPA,SAP access provisioned and Automotive test data exists,"1. Open COPA.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00138,SAP Ph-II,CO,COPA,Automotive,Request -> Process -> Approve -> Complete,Security,Create Automotive SAP COPA,SAP access provisioned and Automotive test data exists,"1. Open COPA.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00139,SAP Ph-II,CO,COPA,Automotive,Master Data -> Transaction -> Settlement -> Analytics,Integration,Delete Automotive SAP COPA,SAP access provisioned and Automotive test data exists,"1. Open COPA.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00140,SAP Ph-II,CO,COPA,Automotive,Order -> Delivery -> Billing -> Accounting,Performance,Clone Automotive SAP COPA,SAP access provisioned and Automotive test data exists,"1. Open COPA.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00141,SAP Ph-II,CO,COPA,Banking,Create -> Approve -> Post -> Report,Regression,Submit Banking SAP COPA,SAP access provisioned and Banking test data exists,"1. Open COPA.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00142,SAP Ph-II,CO,COPA,Banking,Plan -> Execute -> Verify -> Close,Regression,Route Banking SAP COPA,SAP access provisioned and Banking test data exists,"1. Open COPA.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00143,SAP Ph-II,CO,COPA,Banking,Request -> Process -> Approve -> Complete,Security,Reject Banking SAP COPA,SAP access provisioned and Banking test data exists,"1. Open COPA.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00144,SAP Ph-II,CO,COPA,Banking,Master Data -> Transaction -> Settlement -> Analytics,Performance,Route Banking SAP COPA,SAP access provisioned and Banking test data exists,"1. Open COPA.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00145,SAP Ph-II,CO,COPA,Banking,Order -> Delivery -> Billing -> Accounting,Performance,Edit Banking SAP COPA,SAP access provisioned and Banking test data exists,"1. Open COPA.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00146,SAP Ph-II,CO,COPA,Utilities,Create -> Approve -> Post -> Report,Workflow,Archive Utilities SAP COPA,SAP access provisioned and Utilities test data exists,"1. Open COPA.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00147,SAP Ph-II,CO,COPA,Utilities,Plan -> Execute -> Verify -> Close,Security,Submit Utilities SAP COPA,SAP access provisioned and Utilities test data exists,"1. Open COPA.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00148,SAP Ph-II,CO,COPA,Utilities,Request -> Process -> Approve -> Complete,UI,Validate Utilities SAP COPA,SAP access provisioned and Utilities test data exists,"1. Open COPA.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00149,SAP Ph-II,CO,COPA,Utilities,Master Data -> Transaction -> Settlement -> Analytics,Integration,Reject Utilities SAP COPA,SAP access provisioned and Utilities test data exists,"1. Open COPA.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00150,SAP Ph-II,CO,COPA,Utilities,Order -> Delivery -> Billing -> Accounting,Workflow,Update Utilities SAP COPA,SAP access provisioned and Utilities test data exists,"1. Open COPA.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00151,SAP Ph-II,CO,COPA,CPG,Create -> Approve -> Post -> Report,UI,Route CPG SAP COPA,SAP access provisioned and CPG test data exists,"1. Open COPA.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00152,SAP Ph-II,CO,COPA,CPG,Plan -> Execute -> Verify -> Close,Workflow,Create CPG SAP COPA,SAP access provisioned and CPG test data exists,"1. Open COPA.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00153,SAP Ph-II,CO,COPA,CPG,Request -> Process -> Approve -> Complete,Integration,Edit CPG SAP COPA,SAP access provisioned and CPG test data exists,"1. Open COPA.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00154,SAP Ph-II,CO,COPA,CPG,Master Data -> Transaction -> Settlement -> Analytics,Performance,Archive CPG SAP COPA,SAP access provisioned and CPG test data exists,"1. Open COPA.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00155,SAP Ph-II,CO,COPA,CPG,Order -> Delivery -> Billing -> Accounting,Performance,Restore CPG SAP COPA,SAP access provisioned and CPG test data exists,"1. Open COPA.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00156,SAP Ph-II,CO,COPA,Public Sector,Create -> Approve -> Post -> Report,Security,Edit Public Sector SAP COPA,SAP access provisioned and Public Sector test data exists,"1. Open COPA.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00157,SAP Ph-II,CO,COPA,Public Sector,Plan -> Execute -> Verify -> Close,Regression,Delete Public Sector SAP COPA,SAP access provisioned and Public Sector test data exists,"1. Open COPA.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00158,SAP Ph-II,CO,COPA,Public Sector,Request -> Process -> Approve -> Complete,Integration,Search Public Sector SAP COPA,SAP access provisioned and Public Sector test data exists,"1. Open COPA.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00159,SAP Ph-II,CO,COPA,Public Sector,Master Data -> Transaction -> Settlement -> Analytics,Integration,Clone Public Sector SAP COPA,SAP access provisioned and Public Sector test data exists,"1. Open COPA.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00160,SAP Ph-II,CO,COPA,Public Sector,Order -> Delivery -> Billing -> Accounting,Regression,Archive Public Sector SAP COPA,SAP access provisioned and Public Sector test data exists,"1. Open COPA.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00161,SAP Ph-II,CO,Profit Center,Manufacturing,Create -> Approve -> Post -> Report,Integration,Edit Manufacturing SAP Profit Center,SAP access provisioned and Manufacturing test data exists,"1. Open Profit Center.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00162,SAP Ph-II,CO,Profit Center,Manufacturing,Plan -> Execute -> Verify -> Close,Functional,Clone Manufacturing SAP Profit Center,SAP access provisioned and Manufacturing test data exists,"1. Open Profit Center.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00163,SAP Ph-II,CO,Profit Center,Manufacturing,Request -> Process -> Approve -> Complete,Security,Search Manufacturing SAP Profit Center,SAP access provisioned and Manufacturing test data exists,"1. Open Profit Center.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00164,SAP Ph-II,CO,Profit Center,Manufacturing,Master Data -> Transaction -> Settlement -> Analytics,Integration,Approve Manufacturing SAP Profit Center,SAP access provisioned and Manufacturing test data exists,"1. Open Profit Center.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00165,SAP Ph-II,CO,Profit Center,Manufacturing,Order -> Delivery -> Billing -> Accounting,Performance,Create Manufacturing SAP Profit Center,SAP access provisioned and Manufacturing test data exists,"1. Open Profit Center.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00166,SAP Ph-II,CO,Profit Center,Retail,Create -> Approve -> Post -> Report,Integration,Validate Retail SAP Profit Center,SAP access provisioned and Retail test data exists,"1. Open Profit Center.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00167,SAP Ph-II,CO,Profit Center,Retail,Plan -> Execute -> Verify -> Close,Security,Search Retail SAP Profit Center,SAP access provisioned and Retail test data exists,"1. Open Profit Center.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00168,SAP Ph-II,CO,Profit Center,Retail,Request -> Process -> Approve -> Complete,Integration,Archive Retail SAP Profit Center,SAP access provisioned and Retail test data exists,"1. Open Profit Center.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00169,SAP Ph-II,CO,Profit Center,Retail,Master Data -> Transaction -> Settlement -> Analytics,Workflow,Delete Retail SAP Profit Center,SAP access provisioned and Retail test data exists,"1. Open Profit Center.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00170,SAP Ph-II,CO,Profit Center,Retail,Order -> Delivery -> Billing -> Accounting,Functional,Route Retail SAP Profit Center,SAP access provisioned and Retail test data exists,"1. Open Profit Center.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00171,SAP Ph-II,CO,Profit Center,Pharma,Create -> Approve -> Post -> Report,Functional,Delete Pharma SAP Profit Center,SAP access provisioned and Pharma test data exists,"1. Open Profit Center.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00172,SAP Ph-II,CO,Profit Center,Pharma,Plan -> Execute -> Verify -> Close,Security,Validate Pharma SAP Profit Center,SAP access provisioned and Pharma test data exists,"1. Open Profit Center.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00173,SAP Ph-II,CO,Profit Center,Pharma,Request -> Process -> Approve -> Complete,Performance,Submit Pharma SAP Profit Center,SAP access provisioned and Pharma test data exists,"1. Open Profit Center.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00174,SAP Ph-II,CO,Profit Center,Pharma,Master Data -> Transaction -> Settlement -> Analytics,Functional,Validate Pharma SAP Profit Center,SAP access provisioned and Pharma test data exists,"1. Open Profit Center.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00175,SAP Ph-II,CO,Profit Center,Pharma,Order -> Delivery -> Billing -> Accounting,Integration,Edit Pharma SAP Profit Center,SAP access provisioned and Pharma test data exists,"1. Open Profit Center.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00176,SAP Ph-II,CO,Profit Center,Automotive,Create -> Approve -> Post -> Report,Regression,Archive Automotive SAP Profit Center,SAP access provisioned and Automotive test data exists,"1. Open Profit Center.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00177,SAP Ph-II,CO,Profit Center,Automotive,Plan -> Execute -> Verify -> Close,Regression,Search Automotive SAP Profit Center,SAP access provisioned and Automotive test data exists,"1. Open Profit Center.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00178,SAP Ph-II,CO,Profit Center,Automotive,Request -> Process -> Approve -> Complete,Performance,Approve Automotive SAP Profit Center,SAP access provisioned and Automotive test data exists,"1. Open Profit Center.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00179,SAP Ph-II,CO,Profit Center,Automotive,Master Data -> Transaction -> Settlement -> Analytics,Functional,Restore Automotive SAP Profit Center,SAP access provisioned and Automotive test data exists,"1. Open Profit Center.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00180,SAP Ph-II,CO,Profit Center,Automotive,Order -> Delivery -> Billing -> Accounting,Regression,Create Automotive SAP Profit Center,SAP access provisioned and Automotive test data exists,"1. Open Profit Center.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00181,SAP Ph-II,CO,Profit Center,Banking,Create -> Approve -> Post -> Report,Regression,Approve Banking SAP Profit Center,SAP access provisioned and Banking test data exists,"1. Open Profit Center.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00182,SAP Ph-II,CO,Profit Center,Banking,Plan -> Execute -> Verify -> Close,Performance,Validate Banking SAP Profit Center,SAP access provisioned and Banking test data exists,"1. Open Profit Center.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-CO-00183,SAP Ph-II,CO,Profit Center,Banking,Request -> Process -> Approve -> Complete,Functional,Update Banking SAP Profit Center,SAP access provisioned and Banking test data exists,"1. Open Profit Center.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
