Test Case ID,Cloud,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-MA-00967,Marketing,Audience Builder,Nonprofit,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Security,View Nonprofit Marketing Audience Builder,User has Marketing access and Nonprofit data is configured,"1. Navigate to Audience Builder.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform View and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,High,Functional
SF-MA-00968,Marketing,Audience Builder,Nonprofit,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Security,Export Nonprofit Marketing Audience Builder,User has Marketing access and Nonprofit data is configured,"1. Navigate to Audience Builder.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Export and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Low,Functional
SF-MA-00969,Marketing,Audience Builder,Nonprofit,Cart Abandon -> Journey -> SMS -> Conversion -> Case,UI,Archive Nonprofit Marketing Audience Builder,User has Marketing access and Nonprofit data is configured,"1. Navigate to Audience Builder.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Archive and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Low,Mobile
SF-MA-00970,Marketing,Audience Builder,Nonprofit,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Performance,Create Nonprofit Marketing Audience Builder,User has Marketing access and Nonprofit data is configured,"1. Navigate to Audience Builder.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Create and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Mobile
SF-MA-00971,Marketing,Audience Builder,Nonprofit,Consent Capture -> Segment -> Journey -> Send -> Response,Integration,Reject Nonprofit Marketing Audience Builder,User has Marketing access and Nonprofit data is configured,"1. Navigate to Audience Builder.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Reject and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,High,Functional
SF-MA-00972,Marketing,Audience Builder,Nonprofit,Consent Capture -> Segment -> Journey -> Send -> Response,Functional,Restore Nonprofit Marketing Audience Builder,User has Marketing access and Nonprofit data is configured,"1. Navigate to Audience Builder.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Restore and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,High,Functional
SF-MA-00973,Marketing,Personalization,Retail,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Performance,Validate Retail Marketing Personalization,User has Marketing access and Retail data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Validate and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,High,Security
SF-MA-00974,Marketing,Personalization,Retail,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Integration,Update Retail Marketing Personalization,User has Marketing access and Retail data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Update and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,High,Accessibility
SF-MA-00975,Marketing,Personalization,Retail,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Mobile,Create Retail Marketing Personalization,User has Marketing access and Retail data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Create and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Low,Mobile
SF-MA-00976,Marketing,Personalization,Retail,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Integration,Export Retail Marketing Personalization,User has Marketing access and Retail data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Export and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,High,Integration
SF-MA-00977,Marketing,Personalization,Retail,Consent Capture -> Segment -> Journey -> Send -> Response,Accessibility,Bulk Edit Retail Marketing Personalization,User has Marketing access and Retail data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Bulk Edit and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Integration
SF-MA-00978,Marketing,Personalization,Retail,Consent Capture -> Segment -> Journey -> Send -> Response,Mobile,Clone Retail Marketing Personalization,User has Marketing access and Retail data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Clone and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,High,Performance
SF-MA-00979,Marketing,Personalization,Healthcare,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,UI,View Healthcare Marketing Personalization,User has Marketing access and Healthcare data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform View and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,High,Mobile
SF-MA-00980,Marketing,Personalization,Healthcare,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Mobile,Update Healthcare Marketing Personalization,User has Marketing access and Healthcare data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Update and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,High,Regression
SF-MA-00981,Marketing,Personalization,Healthcare,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Security,Create Healthcare Marketing Personalization,User has Marketing access and Healthcare data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Create and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Low,Integration
SF-MA-00982,Marketing,Personalization,Healthcare,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Accessibility,Reassign Healthcare Marketing Personalization,User has Marketing access and Healthcare data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Reassign and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Security
SF-MA-00983,Marketing,Personalization,Healthcare,Consent Capture -> Segment -> Journey -> Send -> Response,Integration,Update Healthcare Marketing Personalization,User has Marketing access and Healthcare data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Update and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Regression
SF-MA-00984,Marketing,Personalization,Healthcare,Consent Capture -> Segment -> Journey -> Send -> Response,Integration,Archive Healthcare Marketing Personalization,User has Marketing access and Healthcare data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Archive and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Regression
SF-MA-00985,Marketing,Personalization,Financial Services,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Performance,Reject Financial Services Marketing Personalization,User has Marketing access and Financial Services data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Reject and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Low,UI
SF-MA-00986,Marketing,Personalization,Financial Services,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Regression,Reassign Financial Services Marketing Personalization,User has Marketing access and Financial Services data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Reassign and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Low,Regression
SF-MA-00987,Marketing,Personalization,Financial Services,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Regression,Search Financial Services Marketing Personalization,User has Marketing access and Financial Services data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Search and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Low,Accessibility
SF-MA-00988,Marketing,Personalization,Financial Services,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Accessibility,Edit Financial Services Marketing Personalization,User has Marketing access and Financial Services data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Edit and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,High,Regression
SF-MA-00989,Marketing,Personalization,Financial Services,Consent Capture -> Segment -> Journey -> Send -> Response,Performance,Archive Financial Services Marketing Personalization,User has Marketing access and Financial Services data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Archive and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Mobile
SF-MA-00990,Marketing,Personalization,Financial Services,Consent Capture -> Segment -> Journey -> Send -> Response,Performance,Clone Financial Services Marketing Personalization,User has Marketing access and Financial Services data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Clone and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Mobile
SF-MA-00991,Marketing,Personalization,Manufacturing,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,UI,Create Manufacturing Marketing Personalization,User has Marketing access and Manufacturing data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Create and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Medium,Functional
SF-MA-00992,Marketing,Personalization,Manufacturing,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Performance,Approve Manufacturing Marketing Personalization,User has Marketing access and Manufacturing data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Approve and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,High,Functional
SF-MA-00993,Marketing,Personalization,Manufacturing,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Performance,View Manufacturing Marketing Personalization,User has Marketing access and Manufacturing data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform View and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,High,Integration
SF-MA-00994,Marketing,Personalization,Manufacturing,Cart Abandon -> Journey -> SMS -> Conversion -> Case,UI,Bulk Edit Manufacturing Marketing Personalization,User has Marketing access and Manufacturing data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Bulk Edit and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,High,Accessibility
SF-MA-00995,Marketing,Personalization,Manufacturing,Consent Capture -> Segment -> Journey -> Send -> Response,Regression,View Manufacturing Marketing Personalization,User has Marketing access and Manufacturing data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform View and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,UI
SF-MA-00996,Marketing,Personalization,Manufacturing,Consent Capture -> Segment -> Journey -> Send -> Response,Functional,Validate Manufacturing Marketing Personalization,User has Marketing access and Manufacturing data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Validate and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Integration
SF-MA-00997,Marketing,Personalization,Education,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Functional,Bulk Edit Education Marketing Personalization,User has Marketing access and Education data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Bulk Edit and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Medium,Security
SF-MA-00998,Marketing,Personalization,Education,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Performance,Archive Education Marketing Personalization,User has Marketing access and Education data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Archive and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Low,Security
SF-MA-00999,Marketing,Personalization,Education,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Performance,Create Education Marketing Personalization,User has Marketing access and Education data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Create and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Low,Regression
SF-MA-01000,Marketing,Personalization,Education,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Security,Close Education Marketing Personalization,User has Marketing access and Education data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Close and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,High,Mobile
SF-MA-01001,Marketing,Personalization,Education,Consent Capture -> Segment -> Journey -> Send -> Response,Mobile,Export Education Marketing Personalization,User has Marketing access and Education data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Export and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Mobile
SF-MA-01002,Marketing,Personalization,Education,Consent Capture -> Segment -> Journey -> Send -> Response,Performance,Restore Education Marketing Personalization,User has Marketing access and Education data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Restore and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Medium,Performance
SF-MA-01003,Marketing,Personalization,Nonprofit,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Accessibility,Search Nonprofit Marketing Personalization,User has Marketing access and Nonprofit data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Search and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Low,Mobile
SF-MA-01004,Marketing,Personalization,Nonprofit,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Accessibility,Reject Nonprofit Marketing Personalization,User has Marketing access and Nonprofit data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Reject and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,High,UI
SF-MA-01005,Marketing,Personalization,Nonprofit,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Mobile,Edit Nonprofit Marketing Personalization,User has Marketing access and Nonprofit data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Edit and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,High,Security
SF-MA-01006,Marketing,Personalization,Nonprofit,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Mobile,Export Nonprofit Marketing Personalization,User has Marketing access and Nonprofit data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Export and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Mobile
SF-MA-01007,Marketing,Personalization,Nonprofit,Consent Capture -> Segment -> Journey -> Send -> Response,UI,Delete Nonprofit Marketing Personalization,User has Marketing access and Nonprofit data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Delete and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Performance
SF-MA-01008,Marketing,Personalization,Nonprofit,Consent Capture -> Segment -> Journey -> Send -> Response,Accessibility,Edit Nonprofit Marketing Personalization,User has Marketing access and Nonprofit data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Edit and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Mobile
SF-MA-01009,Marketing,Marketing Cloud Connect,Retail,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Accessibility,Delete Retail Marketing Marketing Cloud Connect,User has Marketing access and Retail data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Delete and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Low,Integration
SF-MA-01010,Marketing,Marketing Cloud Connect,Retail,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Performance,Search Retail Marketing Marketing Cloud Connect,User has Marketing access and Retail data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Search and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,High,Functional
SF-MA-01011,Marketing,Marketing Cloud Connect,Retail,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Functional,Create Retail Marketing Marketing Cloud Connect,User has Marketing access and Retail data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Create and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,High,Mobile
SF-MA-01012,Marketing,Marketing Cloud Connect,Retail,Cart Abandon -> Journey -> SMS -> Conversion -> Case,UI,Clone Retail Marketing Marketing Cloud Connect,User has Marketing access and Retail data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Clone and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,High,Regression
SF-MA-01013,Marketing,Marketing Cloud Connect,Retail,Consent Capture -> Segment -> Journey -> Send -> Response,Accessibility,Validate Retail Marketing Marketing Cloud Connect,User has Marketing access and Retail data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Validate and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Medium,UI
SF-MA-01014,Marketing,Marketing Cloud Connect,Retail,Consent Capture -> Segment -> Journey -> Send -> Response,Functional,Close Retail Marketing Marketing Cloud Connect,User has Marketing access and Retail data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Close and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,High,UI
SF-MA-01015,Marketing,Marketing Cloud Connect,Healthcare,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Mobile,Clone Healthcare Marketing Marketing Cloud Connect,User has Marketing access and Healthcare data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Clone and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Medium,Mobile
SF-MA-01016,Marketing,Marketing Cloud Connect,Healthcare,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Functional,Sync Healthcare Marketing Marketing Cloud Connect,User has Marketing access and Healthcare data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Sync and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Low,Regression
SF-MA-01017,Marketing,Marketing Cloud Connect,Healthcare,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Security,Close Healthcare Marketing Marketing Cloud Connect,User has Marketing access and Healthcare data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Close and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,UI
SF-MA-01018,Marketing,Marketing Cloud Connect,Healthcare,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Performance,Archive Healthcare Marketing Marketing Cloud Connect,User has Marketing access and Healthcare data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Archive and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Integration
SF-MA-01019,Marketing,Marketing Cloud Connect,Healthcare,Consent Capture -> Segment -> Journey -> Send -> Response,Performance,Bulk Edit Healthcare Marketing Marketing Cloud Connect,User has Marketing access and Healthcare data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Bulk Edit and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Performance
SF-MA-01020,Marketing,Marketing Cloud Connect,Healthcare,Consent Capture -> Segment -> Journey -> Send -> Response,Regression,Restore Healthcare Marketing Marketing Cloud Connect,User has Marketing access and Healthcare data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Restore and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,UI
SF-MA-01021,Marketing,Marketing Cloud Connect,Financial Services,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Regression,Reassign Financial Services Marketing Marketing Cloud Connect,User has Marketing access and Financial Services data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Reassign and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Low,Performance
SF-MA-01022,Marketing,Marketing Cloud Connect,Financial Services,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,UI,Search Financial Services Marketing Marketing Cloud Connect,User has Marketing access and Financial Services data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Search and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Low,UI
SF-MA-01023,Marketing,Marketing Cloud Connect,Financial Services,Cart Abandon -> Journey -> SMS -> Conversion -> Case,UI,Search Financial Services Marketing Marketing Cloud Connect,User has Marketing access and Financial Services data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Search and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,UI
SF-MA-01024,Marketing,Marketing Cloud Connect,Financial Services,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Regression,Reject Financial Services Marketing Marketing Cloud Connect,User has Marketing access and Financial Services data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Reject and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,High,Performance
SF-MA-01025,Marketing,Marketing Cloud Connect,Financial Services,Consent Capture -> Segment -> Journey -> Send -> Response,Regression,Validate Financial Services Marketing Marketing Cloud Connect,User has Marketing access and Financial Services data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Validate and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,High,Mobile
SF-MA-01026,Marketing,Marketing Cloud Connect,Financial Services,Consent Capture -> Segment -> Journey -> Send -> Response,Performance,View Financial Services Marketing Marketing Cloud Connect,User has Marketing access and Financial Services data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform View and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Medium,Functional
SF-MA-01027,Marketing,Marketing Cloud Connect,Manufacturing,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Security,Clone Manufacturing Marketing Marketing Cloud Connect,User has Marketing access and Manufacturing data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Clone and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Low,Integration
SF-MA-01028,Marketing,Marketing Cloud Connect,Manufacturing,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Mobile,Bulk Edit Manufacturing Marketing Marketing Cloud Connect,User has Marketing access and Manufacturing data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Bulk Edit and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Medium,Regression
SF-MA-01029,Marketing,Marketing Cloud Connect,Manufacturing,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Mobile,Submit Manufacturing Marketing Marketing Cloud Connect,User has Marketing access and Manufacturing data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Submit and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,High,Accessibility
SF-MA-01030,Marketing,Marketing Cloud Connect,Manufacturing,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Accessibility,Search Manufacturing Marketing Marketing Cloud Connect,User has Marketing access and Manufacturing data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Search and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Performance
SF-MA-01031,Marketing,Marketing Cloud Connect,Manufacturing,Consent Capture -> Segment -> Journey -> Send -> Response,Security,Close Manufacturing Marketing Marketing Cloud Connect,User has Marketing access and Manufacturing data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Close and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,High,Performance
